job_title,experience_level,employment_type,salary,company_location,num_skills,is_data_scientist,is_developer,is_analyst,interst_area,burnout_risk
Data Analyst,MI,FT,100000,US,5,0,0,0,healthcare,medium
Data Architect,SE,FT,174500,US,6,0,0,0,healthcare,medium
Data Architect,SE,FT,113000,US,3,0,0,0,AI,medium
Data Scientist,MI,FT,183310,US,4,1,0,0,AI,medium
Data Scientist,MI,FT,183310,US,9,1,0,0,AI,low
Data Analyst,SE,FT,145000,US,3,0,0,0,finance,low
Data Analyst,SE,FT,102500,US,3,0,0,0,healthcare,low
Data Scientist,SE,FT,210000,US,8,1,0,0,cybersecurity,medium
Data Scientist,SE,FT,185000,US,9,1,0,0,webdev,low
Data Architect,SE,FT,174500,US,9,0,0,0,finance,medium
Data Architect,SE,FT,113000,US,3,0,0,0,cybersecurity,low
Data Science Consultant,SE,FT,122000,US,7,0,0,0,healthcare,medium
Data Science Consultant,SE,FT,94000,US,8,0,0,0,AI,low
Data Scientist,SE,FT,220000,US,8,1,0,0,healthcare,medium
Data Scientist,SE,FT,146000,US,5,1,0,0,webdev,low
Data Engineer,SE,FT,300000,US,9,0,0,0,finance,low
Data Engineer,SE,FT,130000,US,3,0,0,0,finance,low
Data Scientist,MI,FT,25087,TH,5,1,0,0,webdev,medium
Computer Vision Engineer,MI,FT,15897,IN,6,0,0,0,cybersecurity,low
Data Science Consultant,SE,FT,145000,US,4,0,0,0,cybersecurity,low
Data Science Consultant,SE,FT,128000,US,8,0,0,0,finance,high
Data Scientist,SE,FT,182000,US,6,1,0,0,finance,medium
Data Scientist,SE,FT,140000,US,6,1,0,0,AI,high
Data Engineer,SE,FT,122000,US,7,0,0,0,cybersecurity,low
Data Engineer,SE,FT,94000,US,4,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,77482,LV,6,0,0,0,cybersecurity,medium
Machine Learning Engineer,SE,FT,38741,LV,6,0,0,0,AI,low
Data Scientist,EX,FT,300000,US,4,1,0,0,finance,medium
Data Scientist,EX,FT,200000,US,4,1,0,0,finance,low
Data Analyst,MI,FT,135000,US,6,0,0,0,AI,low
Data Analyst,MI,FT,105500,US,4,0,0,0,webdev,low
Data Engineer,SE,FT,252000,US,6,0,0,0,finance,low
Data Engineer,SE,FT,129000,US,6,0,0,0,healthcare,low
Data Scientist,MI,FT,110000,US,7,1,0,0,finance,low
Data Scientist,SE,FT,136000,US,3,1,0,0,healthcare,high
Data Scientist,SE,FT,104000,US,6,1,0,0,AI,low
Data Scientist,SE,FT,168000,US,5,1,0,0,AI,medium
Data Scientist,SE,FT,130000,US,8,1,0,0,finance,medium
Data Analyst,MI,FT,79106,GB,9,0,0,0,cybersecurity,low
Data Analyst,MI,FT,43873,GB,3,0,0,0,healthcare,low
Data Engineer,MI,FT,120000,US,3,0,0,0,webdev,medium
Data Engineer,MI,FT,95000,US,3,0,0,0,finance,medium
Data Scientist,SE,FT,153400,US,7,1,0,0,webdev,medium
Data Scientist,SE,FT,122700,US,6,1,0,0,finance,medium
Data Scientist,SE,FT,185000,US,7,1,0,0,cybersecurity,high
Data Scientist,SE,FT,160000,US,6,1,0,0,cybersecurity,low
Data Scientist,SE,FT,205000,US,7,1,0,0,cybersecurity,low
Data Scientist,SE,FT,185000,US,7,1,0,0,cybersecurity,medium
Machine Learning Engineer,SE,FT,204500,US,8,0,0,0,AI,low
Machine Learning Engineer,SE,FT,142200,US,5,0,0,0,AI,medium
Machine Learning Engineer,MI,FT,145000,US,7,0,0,0,healthcare,low
Machine Learning Engineer,MI,FT,87000,US,8,0,0,0,webdev,low
Data Scientist,EN,FT,50000,US,4,1,0,0,finance,medium
ML Engineer,SE,FT,234100,US,5,0,0,0,finance,low
ML Engineer,SE,FT,203500,US,7,0,0,0,AI,low
Data Scientist,SE,FT,223800,US,9,1,0,0,finance,low
Data Scientist,SE,FT,172100,US,3,1,0,0,AI,medium
Data Scientist,SE,FT,180000,US,4,1,0,0,healthcare,low
Data Scientist,SE,FT,150000,US,4,1,0,0,webdev,medium
Data Engineer,SE,FT,232200,US,8,0,0,0,healthcare,low
Data Engineer,SE,FT,167200,US,4,0,0,0,cybersecurity,medium
BI Developer,SE,FT,197000,US,5,0,1,0,cybersecurity,medium
BI Developer,SE,FT,106000,US,7,0,1,0,cybersecurity,low
Research Scientist,SE,FT,180000,US,7,0,0,0,healthcare,low
Research Scientist,SE,FT,145000,US,9,0,0,0,finance,low
Data Lead,SE,FT,225000,US,3,0,0,0,webdev,medium
Data Lead,SE,FT,200000,US,8,0,0,0,cybersecurity,low
Data Engineer,SE,FT,170000,US,3,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,114000,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,291500,US,9,0,0,0,webdev,low
Data Engineer,SE,FT,180000,US,3,0,0,0,cybersecurity,low
Data Engineer,EX,FT,196200,US,5,0,0,0,webdev,low
Data Engineer,EX,FT,150900,US,7,0,0,0,cybersecurity,low
Data Scientist,SE,FT,168400,US,4,1,0,0,healthcare,medium
Data Scientist,SE,FT,105200,US,9,1,0,0,healthcare,medium
Data Engineer,MI,FT,95000,ES,3,0,0,0,webdev,low
Data Engineer,MI,FT,80000,ES,8,0,0,0,healthcare,high
Data Analyst,MI,FT,116000,US,5,0,0,0,webdev,medium
Data Analyst,MI,FT,72000,US,5,0,0,0,healthcare,high
Analytics Engineer,SE,FT,207000,US,3,0,0,0,healthcare,low
Analytics Engineer,SE,FT,167000,US,7,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,145000,US,3,0,0,0,finance,low
Machine Learning Engineer,SE,FT,135000,US,4,0,0,0,healthcare,medium
Data Engineer,MI,FT,105000,US,3,0,0,0,cybersecurity,low
Data Engineer,MI,FT,70000,US,5,0,0,0,finance,low
Data Architect,SE,FT,180000,US,9,0,0,0,webdev,low
Data Architect,SE,FT,115000,US,3,0,0,0,finance,low
Data Engineer,SE,FT,133800,US,7,0,0,0,AI,medium
Data Engineer,SE,FT,96100,US,9,0,0,0,AI,low
Data Analyst,MI,FT,120000,US,8,0,0,0,healthcare,low
Data Analyst,MI,FT,80000,US,6,0,0,0,healthcare,medium
Data Science Engineer,SE,FT,140000,US,3,0,0,0,cybersecurity,high
Data Science Engineer,SE,FT,100000,US,7,0,0,0,finance,medium
Research Scientist,SE,FT,150000,US,9,0,0,0,AI,high
Research Scientist,SE,FT,120000,US,7,0,0,0,healthcare,medium
Cloud Database Engineer,SE,FT,140000,US,8,0,0,0,finance,low
Cloud Database Engineer,SE,FT,115000,US,5,0,0,0,healthcare,low
Data Science Manager,SE,FT,297300,US,7,0,0,0,healthcare,medium
Data Science Manager,SE,FT,198200,US,9,0,0,0,AI,medium
Data Scientist,SE,FT,297300,US,7,1,0,0,AI,medium
Data Scientist,SE,FT,198200,US,7,1,0,0,healthcare,low
Data Engineer,SE,FT,202000,US,7,0,0,0,webdev,low
Data Engineer,SE,FT,135000,US,4,0,0,0,healthcare,low
Data Scientist,SE,FT,110000,US,4,1,0,0,healthcare,low
Data Scientist,SE,FT,84000,US,5,1,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,219000,US,3,0,0,0,cybersecurity,medium
Applied Scientist,SE,FT,230000,US,7,0,0,0,cybersecurity,low
Applied Scientist,SE,FT,196000,US,8,0,0,0,webdev,low
BI Developer,SE,FT,140000,US,3,0,1,0,webdev,low
BI Developer,SE,FT,110000,US,8,0,1,0,healthcare,medium
Data Analyst,MI,FT,150000,US,3,0,0,0,cybersecurity,low
Data Analyst,MI,FT,100000,US,5,0,0,0,webdev,low
Data Engineer,SE,FT,160000,US,7,0,0,0,AI,low
Data Engineer,SE,FT,110000,US,7,0,0,0,healthcare,low
Data Scientist,SE,FT,185900,US,6,1,0,0,finance,high
Data Scientist,SE,FT,129300,US,8,1,0,0,healthcare,high
Applied Scientist,SE,FT,126100,US,3,0,0,0,finance,low
Applied Scientist,SE,FT,72000,US,3,0,0,0,cybersecurity,low
Data Engineer,SE,FT,170000,US,4,0,0,0,finance,medium
Data Engineer,SE,FT,150000,US,6,0,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,175000,US,9,0,0,0,AI,low
Machine Learning Engineer,MI,FT,140000,US,9,0,0,0,finance,low
Data Analyst,SE,FT,240500,US,4,0,0,0,healthcare,high
Data Analyst,SE,FT,137500,US,4,0,0,0,cybersecurity,low
Data Scientist,MI,FT,187500,US,4,1,0,0,healthcare,low
Data Scientist,MI,FT,165000,US,8,1,0,0,webdev,medium
Machine Learning Research Engineer,MI,FT,73021,GB,8,0,0,0,cybersecurity,low
Data Analyst,EN,PT,25216,US,5,0,0,0,finance,low
Research Scientist,SE,FT,210000,US,5,0,0,0,cybersecurity,high
Research Scientist,SE,FT,165750,US,4,0,0,0,healthcare,low
Machine Learning Scientist,SE,FT,225000,US,6,0,0,0,AI,medium
Machine Learning Scientist,SE,FT,165750,US,3,0,0,0,cybersecurity,low
Machine Learning Engineer,MI,FT,109166,GB,8,0,0,0,finance,low
Machine Learning Engineer,MI,FT,67240,GB,6,0,0,0,webdev,low
Data Scientist,SE,FT,135000,US,7,1,0,0,AI,low
Data Scientist,SE,FT,115000,US,8,1,0,0,webdev,low
NLP Engineer,SE,FT,275000,US,8,0,0,0,cybersecurity,medium
NLP Engineer,SE,FT,175000,US,5,0,0,0,healthcare,low
Data Scientist,SE,FT,170000,US,3,1,0,0,healthcare,low
Data Scientist,SE,FT,140000,US,3,1,0,0,finance,low
Data Engineer,SE,FT,175308,US,9,0,0,0,healthcare,medium
Data Engineer,SE,FT,100706,US,9,0,0,0,AI,low
NLP Engineer,SE,FT,235000,US,9,0,0,0,healthcare,low
NLP Engineer,SE,FT,135000,US,9,0,0,0,finance,low
Data Engineer,SE,FT,310000,US,7,0,0,0,cybersecurity,low
Data Engineer,SE,FT,229000,US,7,0,0,0,cybersecurity,low
ML Engineer,SE,FT,289076,US,8,0,0,0,healthcare,medium
ML Engineer,SE,FT,202353,US,4,0,0,0,webdev,low
Data Engineer,SE,FT,69949,PT,5,0,0,0,cybersecurity,low
Data Engineer,SE,FT,37665,PT,5,0,0,0,healthcare,low
Research Engineer,MI,FT,120000,US,9,0,0,0,finance,medium
Research Engineer,MI,FT,100000,US,8,0,0,0,healthcare,low
Data Engineer,SE,FT,226700,US,6,0,0,0,cybersecurity,low
Data Engineer,SE,FT,133300,US,4,0,0,0,finance,low
Data Analyst,SE,FT,125000,US,8,0,0,0,healthcare,low
Data Analyst,SE,FT,85000,US,4,0,0,0,AI,low
Data Analyst,SE,FT,130000,US,4,0,0,0,finance,low
Data Analyst,SE,FT,80000,US,4,0,0,0,AI,low
Data Engineer,MI,FT,120000,US,8,0,0,0,webdev,low
Data Engineer,MI,FT,100000,US,9,0,0,0,finance,low
Data Scientist,SE,FT,54094,IN,5,1,0,0,AI,low
Business Data Analyst,MI,FT,18314,IN,5,0,0,0,cybersecurity,low
Data Engineer,SE,FT,231250,US,9,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,138750,US,4,0,0,0,webdev,high
Data Engineer,SE,FT,199000,US,6,0,0,0,finance,high
Data Engineer,SE,FT,162000,US,3,0,0,0,finance,medium
Data Engineer,EN,FT,160000,US,8,0,0,0,finance,medium
Data Engineer,EN,FT,135000,US,3,0,0,0,webdev,medium
Data Scientist,EN,FT,100000,US,9,1,0,0,finance,low
Research Scientist,SE,FT,200000,US,6,0,0,0,cybersecurity,medium
Research Scientist,SE,FT,150000,US,8,0,0,0,AI,low
Research Engineer,EN,FT,160000,US,9,0,0,0,cybersecurity,low
Research Engineer,EN,FT,120000,US,4,0,0,0,cybersecurity,medium
Research Scientist,SE,FT,250000,US,5,0,0,0,AI,low
Research Scientist,SE,FT,200000,US,3,0,0,0,cybersecurity,low
Deep Learning Engineer,EN,FT,150000,US,7,0,0,0,webdev,high
Deep Learning Engineer,EN,FT,120000,US,7,0,0,0,AI,low
Research Engineer,SE,FT,150000,US,6,0,0,0,cybersecurity,low
Research Engineer,SE,FT,100000,US,4,0,0,0,healthcare,high
Data Analytics Manager,SE,FT,133000,NL,3,0,0,0,cybersecurity,medium
Data Scientist,SE,FT,272550,US,4,1,0,0,webdev,low
Data Scientist,SE,FT,198200,US,3,1,0,0,finance,low
Data Scientist,SE,FT,182000,US,6,1,0,0,cybersecurity,low
Data Scientist,SE,FT,140000,US,6,1,0,0,finance,medium
Data Engineer,SE,FT,200000,US,7,0,0,0,healthcare,low
Data Engineer,SE,FT,160000,US,4,0,0,0,cybersecurity,low
Machine Learning Engineer,SE,FT,204500,US,8,0,0,0,AI,low
Machine Learning Engineer,SE,FT,142200,US,7,0,0,0,finance,low
Data Scientist,MI,FT,120000,US,4,1,0,0,healthcare,high
Data Scientist,MI,FT,105000,US,7,1,0,0,AI,low
Data Engineer,SE,FT,187500,US,8,0,0,0,AI,medium
Data Engineer,SE,FT,175000,US,5,0,0,0,AI,low
Machine Learning Engineer,SE,FT,204500,US,5,0,0,0,AI,medium
Machine Learning Engineer,SE,FT,142200,US,5,0,0,0,cybersecurity,high
Data Analyst,SE,FT,155000,US,5,0,0,0,cybersecurity,low
Data Analyst,SE,FT,64000,US,9,0,0,0,cybersecurity,low
Computer Vision Engineer,SE,FT,235000,US,3,0,0,0,healthcare,low
Computer Vision Engineer,SE,FT,185000,US,9,0,0,0,healthcare,medium
Data Architect,SE,FT,174500,US,9,0,0,0,healthcare,low
Data Architect,SE,FT,113000,US,9,0,0,0,webdev,medium
Data Scientist,SE,FT,143100,CA,5,1,0,0,healthcare,medium
Data Scientist,SE,FT,113000,CA,8,1,0,0,cybersecurity,medium
Applied Scientist,SE,FT,184000,US,6,0,0,0,cybersecurity,medium
Applied Scientist,SE,FT,142000,US,6,0,0,0,webdev,low
Data Scientist,SE,FT,140000,US,3,1,0,0,webdev,low
Data Scientist,SE,FT,120000,US,5,1,0,0,healthcare,low
Data Architect,SE,FT,174500,US,5,0,0,0,finance,high
Data Architect,SE,FT,113000,US,5,0,0,0,webdev,medium
Data Scientist,SE,FT,180560,US,7,1,0,0,AI,medium
Data Scientist,SE,FT,115440,US,4,1,0,0,cybersecurity,low
Data Scientist,SE,FT,140000,US,7,1,0,0,AI,low
Data Scientist,SE,FT,120000,US,4,1,0,0,cybersecurity,medium
Research Scientist,SE,FT,248100,US,5,0,0,0,cybersecurity,low
Research Scientist,SE,FT,145900,US,5,0,0,0,webdev,low
Data Scientist,SE,FT,120000,CA,7,1,0,0,webdev,medium
Data Scientist,SE,FT,110000,CA,7,1,0,0,AI,low
Data Engineer,SE,FT,291500,US,4,0,0,0,cybersecurity,low
Data Engineer,SE,FT,180000,US,6,0,0,0,AI,low
Machine Learning Engineer,MI,FT,75455,GB,4,0,0,0,finance,low
Machine Learning Engineer,MI,FT,63285,GB,7,0,0,0,AI,high
Data Engineer,SE,FT,161800,US,8,0,0,0,healthcare,low
Data Engineer,SE,FT,141600,US,7,0,0,0,AI,low
Machine Learning Engineer,MI,FT,58417,GB,8,0,0,0,healthcare,low
Machine Learning Engineer,MI,FT,46246,GB,3,0,0,0,healthcare,medium
Data Engineer,SE,FT,166000,US,7,0,0,0,healthcare,low
Data Engineer,SE,FT,128000,US,3,0,0,0,finance,low
Data Architect,SE,FT,170000,US,6,0,0,0,AI,low
Data Architect,SE,FT,110000,US,4,0,0,0,AI,low
Data Engineer,SE,FT,160000,US,8,0,0,0,finance,low
Data Engineer,SE,FT,75000,US,4,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,236000,US,3,0,0,0,webdev,medium
Data Engineer,SE,FT,182000,US,8,0,0,0,AI,low
Data Analyst,MI,FT,14307,IN,4,0,0,0,webdev,low
Data Scientist,EN,FT,130000,US,7,1,0,0,finance,high
Data Analyst,MI,FT,150000,US,5,0,0,0,cybersecurity,low
Data Analyst,MI,FT,100000,US,3,0,0,0,cybersecurity,medium
Machine Learning Engineer,SE,FT,261500,US,4,0,0,0,cybersecurity,low
Machine Learning Engineer,SE,FT,134500,US,3,0,0,0,finance,high
Data Scientist,MI,FT,13989,IN,9,1,0,0,healthcare,medium
Data Scientist,MI,FT,130000,US,3,1,0,0,healthcare,high
Data Scientist,MI,FT,90000,US,8,1,0,0,webdev,medium
Data Engineer,EN,FT,160000,US,9,0,0,0,healthcare,low
Data Engineer,EN,FT,135000,US,8,0,0,0,healthcare,high
Manager Data Management,SE,FT,125000,US,5,0,0,0,cybersecurity,low
Data Engineer,SE,FT,175000,US,9,0,0,0,cybersecurity,low
Data Engineer,SE,FT,155000,US,7,0,0,0,webdev,medium
Data Engineer,SE,FT,153600,US,3,0,0,0,AI,medium
Data Engineer,SE,FT,106800,US,4,0,0,0,webdev,high
Data Scientist,SE,FT,150000,US,6,1,0,0,webdev,low
Data Scientist,SE,FT,140000,US,3,1,0,0,finance,medium
Data Science Consultant,SE,FT,122000,US,3,0,0,0,finance,medium
Data Science Consultant,SE,FT,94500,US,5,0,0,0,webdev,low
Data Engineer,SE,FT,170000,US,7,0,0,0,webdev,low
Data Engineer,SE,FT,130000,US,6,0,0,0,webdev,low
Data Science Consultant,SE,FT,145000,US,9,0,0,0,healthcare,low
Data Science Consultant,SE,FT,128000,US,9,0,0,0,finance,high
Data Engineer,SE,FT,145000,US,9,0,0,0,webdev,medium
Data Engineer,SE,FT,100000,US,8,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,175000,US,8,0,0,0,cybersecurity,high
Data Engineer,SE,FT,120000,US,4,0,0,0,healthcare,low
Data Engineer,SE,FT,145000,US,6,0,0,0,healthcare,medium
Data Engineer,SE,FT,115000,US,9,0,0,0,AI,low
Applied Machine Learning Scientist,SE,FT,150000,US,8,0,0,0,AI,medium
Data Analyst,MI,FT,150000,US,4,0,0,0,AI,low
Data Analyst,MI,FT,100000,US,7,0,0,0,healthcare,high
Data Scientist,MI,FT,150000,US,4,1,0,0,healthcare,low
Data Scientist,MI,FT,127500,US,8,1,0,0,healthcare,low
Data Scientist,SE,FT,126500,US,5,1,0,0,cybersecurity,medium
Data Scientist,SE,FT,51000,US,5,1,0,0,healthcare,low
Data Engineer,MI,FT,260000,US,9,0,0,0,cybersecurity,medium
Data Engineer,MI,FT,175000,US,5,0,0,0,AI,low
Applied Data Scientist,EN,FT,40000,PK,9,1,0,0,AI,medium
AI Programmer,EN,FT,40000,AU,9,0,0,0,AI,low
Data Engineer,SE,FT,250000,US,8,0,0,0,webdev,low
Data Engineer,SE,FT,63000,US,5,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,210000,US,9,0,0,0,finance,low
Machine Learning Engineer,SE,FT,160000,US,6,0,0,0,finance,low
Data Scientist,SE,FT,272550,US,7,1,0,0,finance,low
Data Scientist,SE,FT,198200,US,4,1,0,0,webdev,low
Data Scientist,MI,FT,94560,FR,4,1,0,0,webdev,low
Data Scientist,MI,FT,52533,FR,8,1,0,0,finance,low
Data Scientist,SE,FT,220000,US,5,1,0,0,finance,medium
Data Scientist,SE,FT,146000,US,5,1,0,0,healthcare,low
Data Analyst,MI,FT,150000,US,9,0,0,0,finance,low
Data Analyst,MI,FT,100000,US,3,0,0,0,healthcare,medium
Machine Learning Software Engineer,SE,FT,248400,CA,9,0,0,0,cybersecurity,low
Machine Learning Software Engineer,SE,FT,183600,CA,7,0,0,0,webdev,medium
Data Engineer,MI,FT,150000,US,6,0,0,0,finance,low
Data Engineer,MI,FT,150000,US,4,0,0,0,webdev,low
Machine Learning Developer,EN,FT,40000,AU,9,0,1,0,webdev,low
Lead Data Scientist,SE,FT,56723,IN,3,1,0,0,webdev,medium
Data Engineer,MI,FT,120000,US,3,0,0,0,cybersecurity,medium
Data Engineer,MI,FT,95000,US,9,0,0,0,AI,low
Data Engineer,EN,FT,160000,US,8,0,0,0,finance,low
Data Engineer,EN,FT,135000,US,4,0,0,0,AI,high
Data Science Consultant,EN,FT,24165,IT,8,0,0,0,AI,low
Data Engineer,SE,FT,216000,US,6,0,0,0,AI,low
Data Engineer,SE,FT,144000,US,3,0,0,0,webdev,high
Data Engineer,EN,FT,85000,US,3,0,0,0,healthcare,medium
Data Engineer,EN,FT,65000,US,7,0,0,0,webdev,low
Data Analyst,SE,FT,149000,US,6,0,0,0,webdev,medium
Data Analyst,SE,FT,119000,US,3,0,0,0,AI,medium
Data Scientist,SE,FT,140000,US,6,1,0,0,webdev,low
Data Scientist,SE,FT,120000,US,4,1,0,0,AI,low
Data Scientist,MI,FT,150000,US,5,1,0,0,healthcare,low
Data Scientist,MI,FT,110000,US,3,1,0,0,finance,high
Machine Learning Engineer,SE,FT,246000,US,7,0,0,0,AI,medium
Machine Learning Engineer,SE,FT,201000,US,4,0,0,0,healthcare,low
Data Scientist,SE,FT,190000,US,9,1,0,0,finance,medium
Data Scientist,SE,FT,155000,US,6,1,0,0,cybersecurity,low
ML Engineer,SE,FT,235000,US,9,0,0,0,AI,low
ML Engineer,SE,FT,185000,US,8,0,0,0,AI,low
Cloud Database Engineer,SE,FT,190000,US,4,0,0,0,cybersecurity,low
Cloud Database Engineer,SE,FT,160000,US,9,0,0,0,cybersecurity,medium
Product Data Analyst,EN,FT,100000,US,3,0,0,0,AI,low
Data Engineer,MI,FT,130000,US,6,0,0,0,cybersecurity,medium
Data Engineer,MI,FT,115000,US,5,0,0,0,webdev,low
Data Scientist,MI,FT,92350,GB,4,1,0,0,finance,low
Data Scientist,MI,FT,67723,GB,3,1,0,0,finance,high
Data Engineer,MI,FT,105000,US,7,0,0,0,finance,low
Data Engineer,MI,FT,70000,US,8,0,0,0,webdev,low
Machine Learning Engineer,SE,FT,204500,US,6,0,0,0,cybersecurity,low
Machine Learning Engineer,SE,FT,142200,US,4,0,0,0,healthcare,medium
Machine Learning Engineer,SE,FT,192000,US,4,0,0,0,cybersecurity,low
Machine Learning Engineer,SE,FT,164000,US,5,0,0,0,AI,low
Data Engineer,SE,FT,185900,US,5,0,0,0,finance,low
Data Engineer,SE,FT,129300,US,7,0,0,0,cybersecurity,low
Data Engineer,SE,FT,130000,US,8,0,0,0,healthcare,medium
Data Engineer,SE,FT,75000,US,7,0,0,0,AI,low
Data Science Manager,SE,FT,175000,US,3,0,0,0,webdev,low
Data Science Manager,SE,FT,120000,US,3,0,0,0,webdev,low
Data Engineer,SE,FT,167500,US,7,0,0,0,healthcare,low
Data Engineer,SE,FT,106500,US,8,0,0,0,AI,high
Data Analyst,MI,FT,75000,US,7,0,0,0,finance,low
Data Analyst,MI,FT,60000,US,8,0,0,0,cybersecurity,high
Applied Scientist,SE,FT,184000,US,8,0,0,0,AI,low
Applied Scientist,SE,FT,142000,US,9,0,0,0,webdev,low
Data Scientist,MI,FT,145000,US,6,1,0,0,healthcare,medium
Data Scientist,MI,FT,100000,US,8,1,0,0,healthcare,low
Machine Learning Software Engineer,EN,FT,10000,MA,5,0,0,0,cybersecurity,medium
Data Scientist,MI,FT,31795,US,8,1,0,0,healthcare,high
NLP Engineer,MI,FT,44365,PL,8,0,0,0,healthcare,low
Data Engineer,SE,FT,175000,US,8,0,0,0,AI,low
Data Engineer,SE,FT,120000,US,9,0,0,0,finance,medium
Data Engineer,SE,FT,175000,US,9,0,0,0,cybersecurity,low
Data Engineer,SE,FT,120000,US,3,0,0,0,AI,low
Data Engineer,EX,FT,200000,US,9,0,0,0,finance,low
Data Engineer,EX,FT,145000,US,5,0,0,0,AI,low
Data Engineer,MI,FT,92350,GB,5,0,0,0,AI,medium
Data Engineer,MI,FT,73880,GB,9,0,0,0,healthcare,low
Data Engineer,SE,FT,145000,US,7,0,0,0,finance,low
Data Engineer,SE,FT,100000,US,6,0,0,0,cybersecurity,medium
Applied Scientist,SE,FT,192000,US,9,0,0,0,cybersecurity,low
Applied Scientist,SE,FT,164000,US,8,0,0,0,finance,low
Data Engineer,EX,FT,310000,US,4,0,0,0,healthcare,medium
Data Engineer,EX,FT,239000,US,6,0,0,0,webdev,low
Data Analyst,SE,FT,120000,US,6,0,0,0,AI,medium
Data Analyst,SE,FT,95000,US,5,0,0,0,healthcare,medium
Machine Learning Engineer,SE,FT,145000,US,6,0,0,0,finance,low
Machine Learning Engineer,SE,FT,135000,US,9,0,0,0,AI,low
Data Engineer,SE,FT,100000,US,8,0,0,0,cybersecurity,low
Data Engineer,SE,FT,78000,US,8,0,0,0,webdev,low
Data Engineer,SE,FT,73546,ES,3,0,0,0,cybersecurity,medium
Data Engineer,SE,FT,36773,ES,8,0,0,0,finance,medium
Data Engineer,MI,FT,160000,US,8,0,0,0,AI,low
Data Engineer,MI,FT,120000,US,5,0,0,0,finance,medium
Data Scientist,SE,FT,190000,US,8,1,0,0,AI,high
Data Scientist,SE,FT,150000,US,3,1,0,0,healthcare,high
Data Engineer,MI,FT,35610,IN,4,0,0,0,webdev,low
AI Scientist,SE,FT,125000,CO,9,0,0,0,healthcare,low
Data Engineer,SE,FT,120000,US,5,0,0,0,healthcare,low
Data Engineer,SE,FT,95000,US,4,0,0,0,finance,high
Data Analyst,MI,FT,150000,US,5,0,0,0,webdev,low
Data Analyst,MI,FT,100000,US,7,0,0,0,AI,low
Data Scientist,SE,FT,47280,ES,6,1,0,0,AI,low
Data Scientist,SE,FT,37824,ES,7,1,0,0,cybersecurity,low
Data Analyst,SE,FT,115934,US,8,0,0,0,AI,low
Data Analyst,SE,FT,81666,US,4,0,0,0,finance,high
Data Scientist,SE,FT,175000,US,8,1,0,0,healthcare,low
Data Scientist,SE,FT,140000,US,6,1,0,0,healthcare,low
Data Engineer,SE,FT,120000,US,5,0,0,0,healthcare,low
Data Engineer,SE,FT,95000,US,6,0,0,0,webdev,low
Research Engineer,SE,FT,249500,US,3,0,0,0,AI,low
Research Engineer,SE,FT,149850,US,6,0,0,0,finance,low
Analytics Engineer,MI,FT,122500,US,3,0,0,0,webdev,low
Analytics Engineer,MI,FT,100000,US,6,0,0,0,cybersecurity,low
Data Scientist,SE,FT,249500,US,9,1,0,0,finance,low
Data Scientist,SE,FT,149850,US,3,1,0,0,finance,low
Data Analyst,EN,FT,55000,US,4,0,0,0,finance,high
Data Analyst,EN,FT,48000,US,8,0,0,0,healthcare,high
Research Scientist,SE,FT,249500,US,8,0,0,0,finance,low
Research Scientist,SE,FT,149850,US,7,0,0,0,AI,low
Computer Vision Engineer,MI,FT,58837,FR,8,0,0,0,finance,high
Data Engineer,SE,FT,190000,US,5,0,0,0,healthcare,low
Data Engineer,SE,FT,120000,US,9,0,0,0,finance,medium
Data Analyst,SE,FT,127000,US,6,0,0,0,cybersecurity,high
Data Analyst,SE,FT,104000,US,7,0,0,0,cybersecurity,low
Data Scientist,SE,FT,210000,US,5,1,0,0,healthcare,low
Data Scientist,SE,FT,150000,US,5,1,0,0,AI,high
Machine Learning Engineer,SE,FT,210000,US,3,0,0,0,AI,low
Machine Learning Engineer,SE,FT,150000,US,8,0,0,0,webdev,low
Data Engineer,SE,FT,210000,US,4,0,0,0,healthcare,low
Data Engineer,SE,FT,130000,US,4,0,0,0,finance,low
Data Scientist,SE,FT,182750,US,7,1,0,0,healthcare,medium
Data Scientist,SE,FT,161500,US,9,1,0,0,webdev,medium
Data Analyst,MI,FT,102640,US,4,0,0,0,healthcare,high
Data Analyst,MI,FT,66100,US,6,0,0,0,healthcare,low
Research Scientist,SE,FT,210000,US,4,0,0,0,webdev,low
Research Scientist,SE,FT,150000,US,7,0,0,0,AI,low
Data Engineer,SE,FT,198800,US,4,0,0,0,finance,low
Data Engineer,SE,FT,122600,US,6,0,0,0,webdev,low
Data Engineer,MI,FT,130000,US,3,0,0,0,cybersecurity,high
Data Engineer,MI,FT,80000,US,9,0,0,0,AI,medium
Data Scientist,SE,FT,136000,US,7,1,0,0,cybersecurity,low
Data Scientist,SE,FT,104000,US,3,1,0,0,AI,medium
Data Analyst,SE,FT,150000,US,3,0,0,0,finance,low
